text,label,author_name,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
"bubarkan dpr jadi beban rakyat, bubarkan polri jadi beban rakyat,turunkan harga bbm dn listrik,gratiskan pbb",1,@yuser237,"bubarkan dpr jadi beban rakyat, bubarkan polri jadi beban rakyat,turunkan harga bbm dan listrik,gratiskan pbb",bubarkan dpr jadi beban rakyat bubarkan polri jadi beban rakyat turunkan harga bbm dan listrik gratiskan pbb,bubarkan dpr jadi beban rakyat bubarkan polri jadi beban rakyat turunkan harga bbm dan listrik gratiskan pbb,bubarkan dpr jadi beban rakyat bubarkan polri jadi beban rakyat turunkan harga bbm dan listrik gratiskan pbb,"['bubarkan', 'dpr', 'jadi', 'beban', 'rakyat', 'bubarkan', 'polri', 'jadi', 'beban', 'rakyat', 'turunkan', 'harga', 'bbm', 'dan', 'listrik', 'gratiskan', 'pbb']","['bubarkan', 'dpr', 'jadi', 'beban', 'rakyat', 'bubarkan', 'polri', 'jadi', 'beban', 'rakyat', 'turunkan', 'harga', 'bbm', 'listrik', 'gratiskan', 'pbb']",bubarkan dpr jadi beban rakyat bubarkan polri jadi beban rakyat turunkan harga bbm listrik gratiskan pbb,bubar dpr jadi beban rakyat bubar polri jadi beban rakyat turun harga bbm listrik gratis pbb
"gw sbg rakjel cuma mau bilang kalo gaji kalian wahai anggota dewan terhormat, sangat tidak sesuai dengan hasil kerja kalian. janganlah 3jt/hari, 1jt/hari sekalipun, kami tidak ikhlas. sementara masih banyak konstituen dan rakyat yg masih berusaha bertahan dengan 3lt beras yg kadang harus cukup untuk makan 1 pekan!",1,@apriyantoadhisubroto7969,"gue sebagai rakjel cuma mau bilang kalo gaji kalian wahai anggota dewan terhormat, sangat tidak sesuai dengan hasil kerja kalian. janganlah 3 jt/hari, 1 jt/hari sekalipun, kami tidak ikhlas. sementara masih banyak konstituen dan rakyat yang masih berusaha bertahan dengan 3 lantai beras yang kadang harus cukup untuk makan 1 pekan!",gue sebagai rakjel cuma mau bilang kalo gaji kalian wahai anggota dewan terhormat sangat tidak sesuai dengan hasil kerja kalian janganlah jt hari jt hari sekalipun kami tidak ikhlas sementara masih banyak konstituen dan rakyat yang masih berusaha bertahan dengan lantai beras yang kadang harus cukup untuk makan pekan,"Saya sebagai rakjel hanya ingin mengatakan bahwa gaji kalian wahai anggota dewan terhormat sangat tidak sesuai dengan hasil kerja kalian. Janganlah setiap hari kami tidak ikhlas, sementara masih banyak konstituen dan rakyat yang masih berusaha bertahan dengan kebutuhan nasi yang kadang harus cukup untuk makan dalam seminggu.","Saya sebagai rakjel hanya ingin mengatakan bahwa gaji kalian wahai anggota dewan terhormat sangat tidak sesuai dengan hasil kerja kalian. Janganlah setiap hari kami tidak ikhlas, sementara masih banyak konstituen dan rakyat yang masih berusaha bertahan dengan kebutuhan nasi yang kadang harus cukup untuk makan dalam seminggu.","['Saya', 'sebagai', 'rakjel', 'hanya', 'ingin', 'mengatakan', 'bahwa', 'gaji', 'kalian', 'wahai', 'anggota', 'dewan', 'terhormat', 'sangat', 'tidak', 'sesuai', 'dengan', 'hasil', 'kerja', 'kalian', '.', 'Janganlah', 'setiap', 'hari', 'kami', 'tidak', 'ikhlas', ',', 'sementara', 'masih', 'banyak', 'konstituen', 'dan', 'rakyat', 'yang', 'masih', 'berusaha', 'bertahan', 'dengan', 'kebutuhan', 'nasi', 'yang', 'kadang', 'harus', 'cukup', 'untuk', 'makan', 'dalam', 'seminggu', '.']","['rakjel', 'mengatakan', 'gaji', 'kalian', 'wahai', 'anggota', 'dewan', 'terhormat', 'sangat', 'sesuai', 'hasil', 'kerja', 'kalian', '.', 'Janganlah', 'hari', 'ikhlas', ',', 'banyak', 'konstituen', 'rakyat', 'berusaha', 'bertahan', 'kebutuhan', 'nasi', 'kadang', 'cukup', 'makan', 'seminggu', '.']","rakjel mengatakan gaji kalian wahai anggota dewan terhormat sangat sesuai hasil kerja kalian . Janganlah hari ikhlas , banyak konstituen rakyat berusaha bertahan kebutuhan nasi kadang cukup makan seminggu .",rakjel kata gaji kalian wahai anggota dewan hormat sangat sesuai hasil kerja kalian jangan hari ikhlas banyak konstituen rakyat usaha tahan butuh nasi kadang cukup makan minggu
"dewan pemeras rakyat 
seperti setnov, keluar penjara masih bisa bayar 400.000.000.000 duit dari mana coba? n",0,@MozaKhanza-qm4kq,"dewan pemeras rakyat seperti setnov, keluar penjara masih bisa bayar 400 .000 .000 .000 duit dari mana coba? n",dewan pemeras rakyat seperti setnov keluar penjara masih bisa bayar duit dari mana coba n,dewan pemeras rakyat seperti setnov keluar penjara masih bisa bayar duit dari mana coba n,dewan pemeras rakyat seperti setnov keluar penjara masih bisa bayar duit dari mana coba n,"['dewan', 'pemeras', 'rakyat', 'seperti', 'setnov', 'keluar', 'penjara', 'masih', 'bisa', 'bayar', 'duit', 'dari', 'mana', 'coba', 'n']","['dewan', 'pemeras', 'rakyat', 'setnov', 'keluar', 'penjara', 'bayar', 'duit', 'mana', 'coba', 'n']",dewan pemeras rakyat setnov keluar penjara bayar duit mana coba n,dewan peras rakyat setnov keluar penjara bayar duit mana coba n
"dpr memang tak tahu diri. 
rakyat sedang susah cari makan malah gajinya dinaikkan menggila.",1,@hariyadi2252,dpr memang tak tahu diri. rakyat sedang susah cari makan malah gajinya dinaikkan menggila.,dpr memang tak tahu diri rakyat sedang susah cari makan malah gajinya dinaikkan menggila,"DPR memang tidak tahu diri, rakyat sedang kesulitan mencari makan, malah gajinya dinaikkan secara tidak wajar.","DPR memang tidak tahu diri, rakyat sedang kesulitan mencari makan, malah gajinya dinaikkan secara tidak wajar.","['DPR', 'memang', 'tidak', 'tahu', 'diri', ',', 'rakyat', 'sedang', 'kesulitan', 'mencari', 'makan', ',', 'malah', 'gajinya', 'dinaikkan', 'secara', 'tidak', 'wajar', '.']","['DPR', 'memang', 'tahu', 'diri', ',', 'rakyat', 'sedang', 'kesulitan', 'mencari', 'makan', ',', 'malah', 'gajinya', 'dinaikkan', 'wajar', '.']","DPR memang tahu diri , rakyat sedang kesulitan mencari makan , malah gajinya dinaikkan wajar .",dpr memang tahu diri rakyat sedang sulit cari makan malah gaji naik wajar
kurang banyak demo nya..  klw sy ga kerja ikut demo juga nih .😅😅😅,1,@Shinta-l7e,kurang banyak demo nya.. kalau saya enggak kerja ikut demo juga nih .😅😅😅,kurang banyak demo nya kalau saya enggak kerja ikut demo juga nih,kurang banyak demonya kalau saya tidak kerja ikut demo juga nih,kurang banyak demonya kalau saya tidak kerja ikut demo juga nih,"['kurang', 'banyak', 'demonya', 'kalau', 'saya', 'tidak', 'kerja', 'ikut', 'demo', 'juga', 'nih']","['kurang', 'banyak', 'demonya', 'kalau', 'kerja', 'ikut', 'demo', 'nih']",kurang banyak demonya kalau kerja ikut demo nih,kurang banyak demo kalau kerja ikut demo nih
"walau demo sampai mencret2 dpr tdk akan bisa di bubarkan tampa dekrit dari presiden serta di dukung oleh seluruh rakyat indonesia, dpr hanya dpt di bubarkan kalo ada dekrit presiden dan di dukung oleh seluruh rakyat indonesia.",1,@SU57_SU57,"walau demo sampai mencret2 dpr tidak akan bisa di bubarkan tampa dekrit dari presiden serta di dukung oleh seluruh rakyat indonesia, dpr hanya dapat di bubarkan kalo ada dekrit presiden dan di dukung oleh seluruh rakyat indonesia.",walau demo sampai mencret dpr tidak akan bisa di bubarkan tampa dekrit dari presiden serta di dukung oleh seluruh rakyat indonesia dpr hanya dapat di bubarkan kalo ada dekrit presiden dan di dukung oleh seluruh rakyat indonesia,"walau demonstrasi sampai mencret, DPR tidak akan bisa dibubarkan tanpa dekrit dari presiden serta didukung oleh seluruh rakyat Indonesia. DPR hanya dapat dibubarkan kalau ada dekrit presiden dan didukung oleh seluruh rakyat Indonesia.","walau demonstrasi sampai mencret, DPR tidak akan bisa dibubarkan tanpa dekrit dari presiden serta didukung oleh seluruh rakyat Indonesia. DPR hanya dapat dibubarkan kalau ada dekrit presiden dan didukung oleh seluruh rakyat Indonesia.","['walau', 'demonstrasi', 'sampai', 'mencret', ',', 'DPR', 'tidak', 'akan', 'bisa', 'dibubarkan', 'tanpa', 'dekrit', 'dari', 'presiden', 'serta', 'didukung', 'oleh', 'seluruh', 'rakyat', 'Indonesia', '.', 'DPR', 'hanya', 'dapat', 'dibubarkan', 'kalau', 'ada', 'dekrit', 'presiden', 'dan', 'didukung', 'oleh', 'seluruh', 'rakyat', 'Indonesia', '.']","['demonstrasi', 'mencret', ',', 'DPR', 'dibubarkan', 'dekrit', 'presiden', 'didukung', 'seluruh', 'rakyat', 'Indonesia', '.', 'DPR', 'dibubarkan', 'kalau', 'dekrit', 'presiden', 'didukung', 'seluruh', 'rakyat', 'Indonesia', '.']","demonstrasi mencret , DPR dibubarkan dekrit presiden didukung seluruh rakyat Indonesia . DPR dibubarkan kalau dekrit presiden didukung seluruh rakyat Indonesia .",demonstrasi mencret dpr bubar dekrit presiden dukung seluruh rakyat indonesia dpr bubar kalau dekrit presiden dukung seluruh rakyat indonesia
"buruh ocsorcing gaji tidak ada yg naik bahkan gajinya dibawah umr  dan beli kebutuhan apa2 serba mahal eh malah gaji pejabat dinaikin, bukanya berpihak pada rakyat malah berpihak pada pejabat,",0,@juwariwibisono3570,"buruh ocsorcing gaji tidak ada yang naik bahkan gajinya dibawah umr dan beli kebutuhan apa-apa serba mahal eh malah gaji pejabat dinaikin, bukanya berpihak pada rakyat malah berpihak pada pejabat,",buruh ocsorcing gaji tidak ada yang naik bahkan gajinya dibawah umr dan beli kebutuhan apa apa serba mahal eh malah gaji pejabat dinaikin bukanya berpihak pada rakyat malah berpihak pada pejabat,"Buruh outsourcing gaji tidak ada yang naik, bahkan gajinya di bawah UMR dan beli kebutuhan apa-apa serba mahal, eh malah gaji pejabat dinaikin, bukannya berpihak pada rakyat malah berpihak pada pejabat.","Buruh outsourcing gaji tidak ada yang naik, bahkan gajinya di bawah UMR dan beli kebutuhan apa-apa serba mahal, eh malah gaji pejabat dinaikin, bukannya berpihak pada rakyat malah berpihak pada pejabat.","['Buruh', 'outsourcing', 'gaji', 'tidak', 'ada', 'yang', 'naik', ',', 'bahkan', 'gajinya', 'di', 'bawah', 'UMR', 'dan', 'beli', 'kebutuhan', 'apa-apa', 'serba', 'mahal', ',', 'eh', 'malah', 'gaji', 'pejabat', 'dinaikin', ',', 'bukannya', 'berpihak', 'pada', 'rakyat', 'malah', 'berpihak', 'pada', 'pejabat', '.']","['Buruh', 'outsourcing', 'gaji', 'naik', ',', 'bahkan', 'gajinya', 'bawah', 'UMR', 'beli', 'kebutuhan', 'apa-apa', 'serba', 'mahal', ',', 'eh', 'malah', 'gaji', 'pejabat', 'dinaikin', ',', 'bukannya', 'berpihak', 'rakyat', 'malah', 'berpihak', 'pejabat', '.']","Buruh outsourcing gaji naik , bahkan gajinya bawah UMR beli kebutuhan apa-apa serba mahal , eh malah gaji pejabat dinaikin , bukannya berpihak rakyat malah berpihak pejabat .",buruh outsourcing gaji naik bahkan gaji bawah umr beli butuh apa serba mahal eh malah gaji jabat dinaikin bukan pihak rakyat malah pihak jabat
sejarah pembubaran dpr pada era soekarno semoga terulang!💪,0,@Akikeren97,sejarah pembubaran dpr pada era soekarno semoga terulang!💪,sejarah pembubaran dpr pada era soekarno semoga terulang,sejarah pembubaran dpr pada era soekarno semoga terulang,sejarah pembubaran dpr pada era soekarno semoga terulang,"['sejarah', 'pembubaran', 'dpr', 'pada', 'era', 'soekarno', 'semoga', 'terulang']","['sejarah', 'pembubaran', 'dpr', 'era', 'soekarno', 'semoga', 'terulang']",sejarah pembubaran dpr era soekarno semoga terulang,sejarah bubar dpr era soekarno moga ulang
"smoga tujuan kalian tercapai demi revolusi utk indonesia yg lebih baik , dan smoga perjuangan kalian dlm lindungan tuhan yang maha esa",1,@nunoinzaghi8187,"semoga tujuan kalian tercapai demi revolusi untuk indonesia yang lebih baik , dan semoga perjuangan kalian dalam lindungan tuhan yang maha esa",semoga tujuan kalian tercapai demi revolusi untuk indonesia yang lebih baik dan semoga perjuangan kalian dalam lindungan tuhan yang maha esa,semoga tujuan kalian tercapai demi revolusi untuk Indonesia yang lebih baik dan semoga perjuangan kalian dalam lindungan Tuhan yang Maha Esa,semoga tujuan kalian tercapai demi revolusi untuk Indonesia yang lebih baik dan semoga perjuangan kalian dalam lindungan Tuhan yang Maha Esa,"['semoga', 'tujuan', 'kalian', 'tercapai', 'demi', 'revolusi', 'untuk', 'Indonesia', 'yang', 'lebih', 'baik', 'dan', 'semoga', 'perjuangan', 'kalian', 'dalam', 'lindungan', 'Tuhan', 'yang', 'Maha', 'Esa']","['semoga', 'tujuan', 'kalian', 'tercapai', 'revolusi', 'Indonesia', 'lebih', 'baik', 'semoga', 'perjuangan', 'kalian', 'lindungan', 'Tuhan', 'Maha', 'Esa']",semoga tujuan kalian tercapai revolusi Indonesia lebih baik semoga perjuangan kalian lindungan Tuhan Maha Esa,moga tuju kalian capai revolusi indonesia lebih baik moga juang kalian lindung tuhan maha esa
"padahal dpr lewat pintu samping, kenapa demonya di gerbang itu?",0,@xvjdbp057,"padahal dpr lewat pintu samping, kenapa demonya di gerbang itu?",padahal dpr lewat pintu samping kenapa demonya di gerbang itu,"Padahal DPR lewat pintu samping, kenapa demonya di gerbang itu?","Padahal DPR lewat pintu samping, kenapa demonya di gerbang itu?","['Padahal', 'DPR', 'lewat', 'pintu', 'samping', ',', 'kenapa', 'demonya', 'di', 'gerbang', 'itu', '?']","['Padahal', 'DPR', 'lewat', 'pintu', 'samping', ',', 'demonya', 'gerbang', '?']","Padahal DPR lewat pintu samping , demonya gerbang ?",padahal dpr lewat pintu samping demo gerbang
"semoga diberi kelancaran dan kesehatan bagi para pendemo .! 
lawan trs pemerintahan kolonial yg semakin menyengsarakan rakyatnya sendiri",0,@budii8504,semoga diberi kelancaran dan kesehatan bagi para pendemo .! lawan terus pemerintahan kolonial yang semakin menyengsarakan rakyatnya sendiri,semoga diberi kelancaran dan kesehatan bagi para pendemo lawan terus pemerintahan kolonial yang semakin menyengsarakan rakyatnya sendiri,semoga diberi kelancaran dan kesehatan bagi para pendemo lawan terus pemerintahan kolonial yang semakin menyengsarakan rakyatnya sendiri,semoga diberi kelancaran dan kesehatan bagi para pendemo lawan terus pemerintahan kolonial yang semakin menyengsarakan rakyatnya sendiri,"['semoga', 'diberi', 'kelancaran', 'dan', 'kesehatan', 'bagi', 'para', 'pendemo', 'lawan', 'terus', 'pemerintahan', 'kolonial', 'yang', 'semakin', 'menyengsarakan', 'rakyatnya', 'sendiri']","['semoga', 'diberi', 'kelancaran', 'kesehatan', 'pendemo', 'lawan', 'terus', 'pemerintahan', 'kolonial', 'semakin', 'menyengsarakan', 'rakyatnya', 'sendiri']",semoga diberi kelancaran kesehatan pendemo lawan terus pemerintahan kolonial semakin menyengsarakan rakyatnya sendiri,moga beri lancar sehat demo lawan terus perintah kolonial makin sengsara rakyat sendiri
bubarin parte parte mereka cuma preman pejajah,0,@ImamFauzi-b8u,bubarin parte parte mereka cuma preman pejajah,bubarin parte parte mereka cuma preman pejajah,"Bubarkan parte-parte mereka, hanya preman penjajah.","Bubarkan parte-parte mereka, hanya preman penjajah.","['Bubarkan', 'parte-parte', 'mereka', ',', 'hanya', 'preman', 'penjajah', '.']","['Bubarkan', 'parte-parte', ',', 'preman', 'penjajah', '.']","Bubarkan parte-parte , preman penjajah .",bubar parte-parte preman jajah
setuju bubarkan dpr ..ladang korupsi,1,@EttyIswarniaty,setuju bubarkan dpr ..ladang korupsi,setuju bubarkan dpr ladang korupsi,setuju bubarkan dpr ladang korupsi,setuju bubarkan dpr ladang korupsi,"['setuju', 'bubarkan', 'dpr', 'ladang', 'korupsi']","['setuju', 'bubarkan', 'dpr', 'ladang', 'korupsi']",setuju bubarkan dpr ladang korupsi,tuju bubar dpr ladang korupsi
"syg sekali demo penting spt ini gk bakal josss  karena gk ada bohir. 
bohir nya ada di pihak koruptor sih",1,@GhenusDeden,sayang sekali demo penting seperti ini enggak bakal josss karena enggak ada bohir. bohir nya ada di pihak koruptor sih,sayang sekali demo penting seperti ini enggak bakal joss karena enggak ada bohir bohir nya ada di pihak koruptor sih,"Sayang sekali demo penting seperti ini tidak akan berhasil karena tidak ada pendanaan dari pihak yang mendukung, semua dana ada di pihak koruptor.","Sayang sekali demo penting seperti ini tidak akan berhasil karena tidak ada pendanaan dari pihak yang mendukung, semua dana ada di pihak koruptor.","['Sayang', 'sekali', 'demo', 'penting', 'seperti', 'ini', 'tidak', 'akan', 'berhasil', 'karena', 'tidak', 'ada', 'pendanaan', 'dari', 'pihak', 'yang', 'mendukung', ',', 'semua', 'dana', 'ada', 'di', 'pihak', 'koruptor', '.']","['Sayang', 'sekali', 'demo', 'penting', 'berhasil', 'pendanaan', 'pihak', 'mendukung', ',', 'semua', 'dana', 'pihak', 'koruptor', '.']","Sayang sekali demo penting berhasil pendanaan pihak mendukung , semua dana pihak koruptor .",sayang sekali demo penting hasil dana pihak dukung semua dana pihak koruptor
yaallah lindungi adik 2 para pndeemo untuk mmperjuangkang rakyat,1,@nasyaashiila4250,yaallah lindungi adik 2 para pndeemo untuk mmperjuangkang rakyat,yaallah lindungi adik para pndeemo untuk mmperjuangkang rakyat,Ya Allah lindungi adik para pendeemo untuk memperjuangkan rakyat.,Ya Allah lindungi adik para pendeemo untuk memperjuangkan rakyat.,"['Ya', 'Allah', 'lindungi', 'adik', 'para', 'pendeemo', 'untuk', 'memperjuangkan', 'rakyat', '.']","['Allah', 'lindungi', 'adik', 'pendeemo', 'memperjuangkan', 'rakyat', '.']",Allah lindungi adik pendeemo memperjuangkan rakyat .,allah lindung adik pendeemo juang rakyat
"bubarkan dpr, polri, kejaksaan, dan kehakiman. 

ganti dgn yg baru yg benar² mengabdi pada bangsa dan negara.",0,@ijoroyo-royofarm7310,"bubarkan dpr, polri, kejaksaan, dan kehakiman. ganti dengan yang baru yang benar² mengabdi pada bangsa dan negara.",bubarkan dpr polri kejaksaan dan kehakiman ganti dengan yang baru yang benar mengabdi pada bangsa dan negara,bubarkan dpr polri kejaksaan dan kehakiman ganti dengan yang baru yang benar mengabdi pada bangsa dan negara,bubarkan dpr polri kejaksaan dan kehakiman ganti dengan yang baru yang benar mengabdi pada bangsa dan negara,"['bubarkan', 'dpr', 'polri', 'kejaksaan', 'dan', 'kehakiman', 'ganti', 'dengan', 'yang', 'baru', 'yang', 'benar', 'mengabdi', 'pada', 'bangsa', 'dan', 'negara']","['bubarkan', 'dpr', 'polri', 'kejaksaan', 'kehakiman', 'ganti', 'baru', 'benar', 'mengabdi', 'bangsa', 'negara']",bubarkan dpr polri kejaksaan kehakiman ganti baru benar mengabdi bangsa negara,bubar dpr polri jaksa hakim ganti baru benar abdi bangsa negara
"kerja cman duduk2 aja gaji dan tunjangan ratusan juta betul2 memang perlu dibubarkan. mementingkan perut mereka sendiri sedangkan rakyat mengalami krisis pajak, tanah, dan rekening bank. mereka malah mau menaikkan gaji , betul2 tdk tahu diri.",1,@albetdjoemianto2150,"kerja cuman duduk2 saja gaji dan tunjangan ratusan juta betul-betul memang perlu dibubarkan. mementingkan perut mereka sendiri sedangkan rakyat mengalami krisis pajak, tanah, dan rekening bank. mereka malah mau menaikkan gaji , betul-betul tidak tahu diri.",kerja cuman duduk saja gaji dan tunjangan ratusan juta betul betul memang perlu dibubarkan mementingkan perut mereka sendiri sedangkan rakyat mengalami krisis pajak tanah dan rekening bank mereka malah mau menaikkan gaji betul betul tidak tahu diri,"kerja cuma duduk saja gaji dan tunjangan ratusan juta benar-benar perlu dibubarkan, mementingkan perut mereka sendiri sedangkan rakyat mengalami krisis pajak tanah dan rekening bank mereka malah mau menaikkan gaji, benar-benar tidak tahu diri","kerja cuma duduk saja gaji dan tunjangan ratusan juta benar-benar perlu dibubarkan, mementingkan perut mereka sendiri sedangkan rakyat mengalami krisis pajak tanah dan rekening bank mereka malah mau menaikkan gaji, benar-benar tidak tahu diri","['kerja', 'cuma', 'duduk', 'saja', 'gaji', 'dan', 'tunjangan', 'ratusan', 'juta', 'benar-benar', 'perlu', 'dibubarkan', ',', 'mementingkan', 'perut', 'mereka', 'sendiri', 'sedangkan', 'rakyat', 'mengalami', 'krisis', 'pajak', 'tanah', 'dan', 'rekening', 'bank', 'mereka', 'malah', 'mau', 'menaikkan', 'gaji', ',', 'benar-benar', 'tidak', 'tahu', 'diri']","['kerja', 'cuma', 'duduk', 'gaji', 'tunjangan', 'ratusan', 'juta', 'benar-benar', 'perlu', 'dibubarkan', ',', 'mementingkan', 'perut', 'sendiri', 'rakyat', 'mengalami', 'krisis', 'pajak', 'tanah', 'rekening', 'bank', 'malah', 'mau', 'menaikkan', 'gaji', ',', 'benar-benar', 'tahu', 'diri']","kerja cuma duduk gaji tunjangan ratusan juta benar-benar perlu dibubarkan , mementingkan perut sendiri rakyat mengalami krisis pajak tanah rekening bank malah mau menaikkan gaji , benar-benar tahu diri",kerja cuma duduk gaji tunjang ratus juta benar perlu bubar penting perut sendiri rakyat alami krisis pajak tanah rekening bank malah mau naik gaji benar tahu diri
